stage,iter_in_stage,global_iter,alpha,kl_weight,loss_total,loss_con,loss_exp_res,loss_i_con,loss_i_pae,loss_pae,loss_plddt,loss_seq_ent,binder_plddt_mean,binder_plddt_min,binder_plddt_max,target_plddt_mean,ptm,i_ptm,pae,temp,accepted_loss
stage1,10,11,0.8054054054054054,0.08958333333333333,7.130339622497559,5.094237327575684,0.39230653643608093,7.079977989196777,0.8784317374229431,0.7710649967193604,0.5036184787750244,1.9722415208816528,0.5896215556245862,0.307561457157135,0.7771173715591431,0.963283587877567,0.4243914484977722,0.15379619598388672,21.875134145384262,,
stage1,11,12,0.7959459459459459,0.08854166666666667,7.027771472930908,5.075136661529541,0.4081440567970276,6.979036331176758,0.8694179058074951,0.7694539427757263,0.4873502254486084,1.9647399187088013,0.6025207199231543,0.3640698194503784,0.7898705005645752,0.9638339436971224,0.4286421537399292,0.14048543572425842,21.777433115082598,,
stage1,12,13,0.7864864864864866,0.08750000000000001,7.0880632400512695,5.117506504058838,0.39073580503463745,7.0417094230651855,0.8769941926002502,0.7615447640419006,0.4635366201400757,1.960024356842041,0.6512370829028312,0.32104888558387756,0.8386378288269043,0.9643997444556309,0.428426057100296,0.14162933826446533,21.67336764696925,,
stage1,13,14,0.7770270270270271,0.08645833333333333,6.964550971984863,5.098529815673828,0.39935529232025146,6.9178266525268555,0.8703559637069702,0.7649600505828857,0.46724390983581543,1.952889323234558,0.6559785529218539,0.3704226315021515,0.856940507888794,0.9633734634289375,0.4320072829723358,0.1460675299167633,21.691454577920346,,
stage1,14,15,0.7675675675675676,0.08541666666666667,6.929889678955078,5.101771354675293,0.39489978551864624,6.883041858673096,0.8716794848442078,0.7661905288696289,0.4684801399707794,1.939196228981018,0.6504447475226238,0.3880716562271118,0.8919921517372131,0.9640921606467321,0.4296799302101135,0.16068623960018158,21.728975542795606,,
stage1,15,16,0.7581081081081081,0.084375,6.909726619720459,5.1590657234191895,0.38231566548347473,6.864853858947754,0.867607831954956,0.7598888278007507,0.4487284719944,1.9295735359191895,0.7037790538084627,0.3693358302116394,0.9241792559623718,0.9615221981818859,0.4296950101852417,0.14341387152671814,21.57704273589403,,
stage1,16,17,0.7486486486486487,0.08333333333333334,6.868274688720703,5.062111854553223,0.3843810260295868,6.824516296386719,0.8634961843490601,0.7572393417358398,0.4375836253166199,1.919623613357544,0.6767383259956283,0.35087889432907104,0.8980993628501892,0.9636879893449637,0.4297179579734802,0.14272165298461914,21.494314478424585,,
stage1,17,18,0.7391891891891892,0.08229166666666667,6.75753927230835,5.14401912689209,0.3769479990005493,6.714110374450684,0.8603869080543518,0.7567258477210999,0.4342871904373169,1.9077662229537964,0.7065005139871077,0.36485156416893005,0.9147894382476807,0.9597388368386489,0.43094196915626526,0.16027915477752686,21.466590853355935,,
stage1,18,19,0.7297297297297297,0.08125,6.850803852081299,5.143160343170166,0.3849845826625824,6.807574272155762,0.8645519018173218,0.7591217756271362,0.432293564081192,1.9007238149642944,0.7146571976969941,0.3447149395942688,0.919135332107544,0.9617184304274046,0.4319044351577759,0.14745543897151947,21.544307050979548,,
stage1,19,20,0.7202702702702704,0.08020833333333334,6.836467266082764,5.308472633361816,0.39355161786079407,6.790229797363281,0.8767132759094238,0.766994059085846,0.46237489581108093,1.8971141576766968,0.7075434233805146,0.38925689458847046,0.9356961250305176,0.9606339913148146,0.4255843460559845,0.1336016058921814,21.789975812743837,,
stage1,20,21,0.7108108108108109,0.07916666666666666,6.779541015625,5.240820407867432,0.36150094866752625,6.73716926574707,0.8698676824569702,0.7551036477088928,0.4237181544303894,1.886773943901062,0.7232797332484313,0.340461403131485,0.9291239976882935,0.9596747325016902,0.4283236563205719,0.14207087457180023,21.505743990179646,,
stage1,21,22,0.7013513513513514,0.078125,6.628025531768799,5.292061805725098,0.3750314712524414,6.585514545440674,0.857287585735321,0.7590234875679016,0.42511120438575745,1.8828140497207642,0.7531115259184982,0.37070232629776,0.9393988251686096,0.9594769578713637,0.43034568428993225,0.1491590142250061,21.494638135731247,,
stage1,22,23,0.6918918918918919,0.07708333333333334,6.724213123321533,5.1793060302734375,0.3772859573364258,6.681687831878662,0.8654682636260986,0.7602019309997559,0.4252515435218811,1.8802765607833862,0.708332797794631,0.37190794944763184,0.9447318315505981,0.9579690635204315,0.4233893156051636,0.14523722231388092,21.57700238449621,,
stage1,23,24,0.6824324324324325,0.07604166666666667,6.846584796905518,5.229607582092285,0.3687181770801544,6.803574562072754,0.877331554889679,0.7606099843978882,0.430103063583374,1.8792167901992798,0.7262299729116035,0.34591200947761536,0.9381347894668579,0.9585613337846902,0.41962510347366333,0.13878753781318665,21.675468678804396,,
stage1,24,25,0.672972972972973,0.07500000000000001,6.685059070587158,5.179401397705078,0.37523356080055237,6.64185094833374,0.8637609481811523,0.7568361759185791,0.4320809245109558,1.8757522106170654,0.7073527899655428,0.3121049702167511,0.9257326126098633,0.9588034235514127,0.42915159463882446,0.1418795883655548,21.49309858155668,,
stage1,25,26,0.6635135135135135,0.07395833333333333,6.7400054931640625,5.203588962554932,0.3814058303833008,6.697775840759277,0.8674616813659668,0.7597262263298035,0.4222974181175232,1.8611997365951538,0.7188943353566256,0.35226911306381226,0.9234679937362671,0.9617593604784745,0.4267157316207886,0.1508910208940506,21.577667229027675,,
stage1,26,27,0.654054054054054,0.07291666666666667,6.749065399169922,5.321170330047607,0.359171986579895,6.7072625160217285,0.8601511120796204,0.7558519840240479,0.41802725195884705,1.8549206256866455,0.7532339607826387,0.3818889856338501,0.9536325931549072,0.9582209798005911,0.42446011304855347,0.1493770182132721,21.45225150952974,,
stage1,27,28,0.6445945945945946,0.07187500000000001,6.685340404510498,5.250237941741943,0.37130945920944214,6.641271114349365,0.863869309425354,0.7623485326766968,0.4406950771808624,1.8586070537567139,0.7280758026272359,0.3490554988384247,0.9313392639160156,0.9598662234269656,0.4280155301094055,0.14321231842041016,21.605360000809714,,
stage1,28,29,0.6351351351351351,0.07083333333333333,6.648007392883301,5.225617408752441,0.36264118552207947,6.604506015777588,0.8618550896644592,0.7594923973083496,0.43501219153404236,1.8403557538986206,0.7088368878220067,0.35022294521331787,0.9490681886672974,0.9587866572233347,0.42819613218307495,0.14085924625396729,21.531750105353375,,
stage1,29,30,0.6256756756756757,0.06979166666666667,6.543951988220215,5.159173488616943,0.37422141432762146,6.500744342803955,0.8595958352088928,0.7622330784797668,0.4320752024650574,1.8255983591079712,0.7127353476755547,0.3396199941635132,0.9198611974716187,0.9578641327527854,0.42755192518234253,0.14359530806541443,21.57406207164449,,
stage1,30,31,0.6162162162162163,0.06875,6.56439208984375,5.094610214233398,0.35161033272743225,6.521949291229248,0.8666090965270996,0.7580863237380981,0.42442750930786133,1.8218363523483276,0.6905105550481816,0.3203158378601074,0.8881569504737854,0.9581720659366021,0.4269863963127136,0.14118167757987976,21.541020155901776,,
stage1,31,32,0.6067567567567568,0.06770833333333334,6.763301372528076,5.263315200805664,0.35577625036239624,6.722185134887695,0.8776307702064514,0.7592141628265381,0.4111640751361847,1.807822823524475,0.7497096164057954,0.366383820772171,0.9508357048034668,0.9564962148666382,0.41429194808006287,0.12887726724147797,21.642642200877393,,
stage1,32,33,0.5972972972972973,0.06666666666666668,6.507597923278809,5.154515743255615,0.35532137751579285,6.465551853179932,0.8616539835929871,0.7615282535552979,0.4204618036746979,1.7994457483291626,0.718555323403291,0.34537070989608765,0.9316907525062561,0.9564347661458529,0.4296257793903351,0.1465906947851181,21.57501718517413,,
stage1,33,34,0.5878378378378379,0.065625,6.464913845062256,5.153970718383789,0.35588231682777405,6.420346260070801,0.8603459000587463,0.7667719125747681,0.4456767737865448,1.789790153503418,0.7133185423985876,0.35719454288482666,0.9498449563980103,0.9569146876151745,0.4287213683128357,0.14518004655838013,21.662884298952243,,
stage1,34,35,0.5783783783783785,0.06458333333333333,6.529368877410889,5.0315752029418945,0.35291028022766113,6.4860711097717285,0.8646754026412964,0.7616026401519775,0.43297579884529114,1.7810150384902954,0.7335736014024176,0.3412007689476013,0.9597442746162415,0.956937825679779,0.427089124917984,0.13934484124183655,21.59622844904431,,
stage1,35,36,0.568918918918919,0.06354166666666666,6.594696521759033,5.013656139373779,0.34810203313827515,6.551603317260742,0.865766704082489,0.7570971250534058,0.43093153834342957,1.7723472118377686,0.7165118341494088,0.3192020654678345,0.9269499182701111,0.9602665942448836,0.42344799637794495,0.13772860169410706,21.512288364660247,,
stage1,36,37,0.5594594594594595,0.0625,6.502932548522949,5.047417640686035,0.3487439751625061,6.460448265075684,0.8664198517799377,0.7653861045837402,0.4248438775539398,1.7689270973205566,0.7257601961945043,0.3553028404712677,0.928787112236023,0.9574872108606192,0.42846083641052246,0.1469935178756714,21.67988204715358,,
stage1,37,38,0.55,0.06145833333333334,6.402525901794434,4.75648832321167,0.34826475381851196,6.35927152633667,0.8584122657775879,0.7565084099769592,0.43254250288009644,1.7635581493377686,0.7078284235915753,0.30201369524002075,0.9433754682540894,0.9548547011155348,0.4289044141769409,0.14625057578086853,21.457016175717285,,
stage1,38,39,0.5405405405405406,0.060416666666666674,6.447470664978027,4.733227729797363,0.35208016633987427,6.404515743255615,0.8649282455444336,0.7614998817443848,0.42955121397972107,1.765142560005188,0.7163930059683443,0.3238894045352936,0.9327943325042725,0.9577430106126346,0.43005135655403137,0.14397811889648438,21.59919532153192,,
stage1,39,40,0.5310810810810811,0.059375000000000004,6.491237640380859,4.875871181488037,0.3385027050971985,6.447079181671143,0.8621380925178528,0.7622747421264648,0.4415866434574127,1.7551387548446655,0.728674401237507,0.30799153447151184,0.9399901032447815,0.9608436148900252,0.4270592927932739,0.13766521215438843,21.58766242116418,,
stage1,40,41,0.5216216216216216,0.058333333333333334,6.510902404785156,4.6160969734191895,0.3521105647087097,6.466740131378174,0.8631536960601807,0.7576397061347961,0.4416234791278839,1.7560633420944214,0.6960374544365238,0.33617281913757324,0.9324062466621399,0.9558056395787459,0.4342101514339447,0.15178146958351135,21.510160417487796,,
stage1,41,42,0.5121621621621621,0.05729166666666667,6.542960166931152,4.56736946105957,0.338912695646286,6.5017900466918945,0.8701472878456116,0.7532931566238403,0.411703497171402,1.746731162071228,0.6967499698653365,0.34592291712760925,0.9246623516082764,0.9584144500585703,0.4204917550086975,0.12917636334896088,21.476910138336038,,
stage1,42,43,0.5027027027027028,0.05625,6.33664608001709,4.2772216796875,0.3427707850933075,6.292086124420166,0.8617798686027527,0.7529910802841187,0.4455978572368622,1.7362265586853027,0.6880192618177394,0.30831074714660645,0.8949425220489502,0.9574110668439132,0.43237948417663574,0.1498434841632843,21.403583894217856,,
stage1,43,44,0.4932432432432433,0.05520833333333333,6.336261749267578,4.109597682952881,0.3472767472267151,6.293475151062012,0.8620411157608032,0.7463154196739197,0.42786771059036255,1.7238136529922485,0.7329629951655262,0.4087781310081482,0.9134342670440674,0.9557457300332877,0.43024349212646484,0.1449173539876938,21.276427888988216,,
stage1,44,45,0.4837837837837838,0.05416666666666667,6.331593990325928,3.771139621734619,0.3458169400691986,6.293431758880615,0.8610596060752869,0.7276010513305664,0.38162145018577576,1.7196532487869263,0.7690905841312023,0.48975124955177307,0.8896054029464722,0.9538851274893834,0.4267076253890991,0.14144237339496613,20.908789420563107,,
stage1,45,46,0.47432432432432436,0.053125000000000006,6.292148113250732,3.7499568462371826,0.3258841931819916,6.252878665924072,0.8680471777915955,0.7305861711502075,0.3926950693130493,1.7149543762207031,0.7594276046512103,0.49450618028640747,0.912692666053772,0.955401355945147,0.42184075713157654,0.13335111737251282,21.013091669321714,,
stage1,46,47,0.46486486486486495,0.052083333333333336,6.257948398590088,3.7065536975860596,0.3259623646736145,6.219259738922119,0.8706919550895691,0.7321184277534485,0.38688787817955017,1.7087132930755615,0.7568651287242619,0.5344861149787903,0.9225828647613525,0.9547902758304889,0.4165843427181244,0.13052406907081604,21.057795218314315,,
stage1,47,48,0.4554054054054055,0.05104166666666667,6.208118438720703,3.7450830936431885,0.3325130343437195,6.166206359863281,0.8660195469856262,0.7319485545158386,0.41912123560905457,1.6968659162521362,0.6946240482908307,0.5239361524581909,0.9179689884185791,0.9488552657457499,0.42482900619506836,0.1335602104663849,21.022044298503957,,
stage1,48,49,0.445945945945946,0.05,6.143682479858398,3.939446449279785,0.34372150897979736,6.100805759429932,0.8539184331893921,0.738712728023529,0.42876601219177246,1.6996408700942993,0.7238911483624969,0.46407350897789,0.8789998292922974,0.9540856962020581,0.4312147796154022,0.14834578335285187,21.068712844976304,,
stage1,49,50,0.4364864864864865,0.04895833333333334,6.1998772621154785,3.6398258209228516,0.3267839252948761,6.1593546867370605,0.8611816763877869,0.7302002310752869,0.40522539615631104,1.6894043684005737,0.745870605261639,0.5521320700645447,0.883230984210968,0.9515949730689709,0.42617499828338623,0.13886231184005737,20.96491154649296,,
stage1,50,51,0.4270270270270271,0.04791666666666666,6.102071285247803,3.7456135749816895,0.33508554100990295,6.0625410079956055,0.8614636659622192,0.7318958044052124,0.39530372619628906,1.6789168119430542,0.77928827988981,0.5028486847877502,0.8934810161590576,0.9542055799410893,0.42365291714668274,0.13627374172210693,20.9890261592962,,
stage1,51,52,0.41756756756756763,0.046875,6.314962387084961,3.941911220550537,0.34079092741012573,6.272045135498047,0.8707566261291504,0.7442744374275208,0.42917394638061523,1.6787184476852417,0.7315877965002349,0.5375080704689026,0.8999980688095093,0.9571220883956322,0.4220961928367615,0.13112902641296387,21.295823366773288,,
stage1,52,53,0.40810810810810816,0.04583333333333334,6.259795665740967,3.902029514312744,0.3350045084953308,6.216762542724609,0.8542534112930298,0.7369672060012817,0.4303300976753235,1.6757385730743408,0.7108010911580288,0.46623364090919495,0.8795633316040039,0.9558778845346891,0.42911475896835327,0.1402187943458557,21.032993888128843,,
stage1,53,54,0.3986486486486487,0.04479166666666667,6.120420932769775,3.809236764907837,0.3316398561000824,6.078018665313721,0.8486905097961426,0.7256536483764648,0.42402371764183044,1.6661468744277954,0.7151667289059571,0.5375241637229919,0.8733848333358765,0.954258073751743,0.4330765902996063,0.14866359531879425,20.77160704412526,,
stage1,54,55,0.3891891891891892,0.043750000000000004,6.286266803741455,3.6738052368164062,0.31104961037635803,6.247091770172119,0.8697704076766968,0.7267837524414062,0.3917505443096161,1.6490157842636108,0.7957260000585306,0.6532361507415771,0.9106158018112183,0.9547663661149832,0.41804030537605286,0.13325771689414978,20.94920676660158,,
stage1,55,56,0.37972972972972985,0.04270833333333334,6.196384429931641,3.5816473960876465,0.3011859655380249,6.158166408538818,0.8684223890304565,0.7238994836807251,0.382179856300354,1.6444236040115356,0.780453044958789,0.5889413356781006,0.9037148952484131,0.9510378181934357,0.4211922883987427,0.13210563361644745,20.886601857096945,,
stage1,56,57,0.37027027027027026,0.041666666666666664,6.085350513458252,3.681352376937866,0.3276987671852112,6.043246269226074,0.8548515439033508,0.7252500057220459,0.4210413992404938,1.6530410051345825,0.7489383226693279,0.5764470100402832,0.9026280045509338,0.9494993090629578,0.43280982971191406,0.1490093171596527,20.810800743694674,,
stage1,57,58,0.3608108108108109,0.040625,6.070759296417236,3.598792791366577,0.31799688935279846,6.029794216156006,0.8613788485527039,0.7194051146507263,0.409650057554245,1.6500778198242188,0.7450518066232855,0.5632631778717041,0.8972881436347961,0.950675071661289,0.42200326919555664,0.13498973846435547,20.74152814030778,,
stage1,58,59,0.3513513513513514,0.03958333333333334,6.028409481048584,3.6179492473602295,0.31868040561676025,5.987771511077881,0.8537407517433167,0.7197138667106628,0.4063785970211029,1.638222575187683,0.7700035174687704,0.6184169054031372,0.8964418768882751,0.9491462093133193,0.4269229769706726,0.1387093961238861,20.689004394758182,,
stage1,59,60,0.34189189189189195,0.03854166666666667,6.0252790451049805,3.5256283283233643,0.31705209612846375,5.987156391143799,0.866155207157135,0.7221571803092957,0.38122859597206116,1.6271629333496094,0.7728316506954155,0.5877228379249573,0.9275068044662476,0.9540827370606936,0.4236629903316498,0.13777923583984375,20.82932890429646,,
stage1,60,61,0.3324324324324325,0.037500000000000006,6.074873924255371,3.659611940383911,0.3125859498977661,6.032286167144775,0.8603737950325012,0.725484311580658,0.4258795976638794,1.6290183067321777,0.7236003201417248,0.4570155143737793,0.909865140914917,0.9484274300245138,0.42216765880584717,0.13393214344978333,20.85703362336755,,
stage1,61,62,0.322972972972973,0.03645833333333334,6.082273960113525,3.5846729278564453,0.3236445188522339,6.042318820953369,0.8588563203811646,0.723509669303894,0.399550199508667,1.6241462230682373,0.7541418057499509,0.5932549238204956,0.8929550647735596,0.9548716499255254,0.424963116645813,0.14748048782348633,20.802372112768587,,
stage1,62,63,0.31351351351351353,0.035416666666666666,6.009438991546631,3.5538532733917236,0.32054245471954346,5.970242977142334,0.8546727895736694,0.7162189483642578,0.39196211099624634,1.625065803527832,0.7973307310932815,0.6541435122489929,0.9106694459915161,0.9531363931986002,0.4286333918571472,0.14155730605125427,20.62671967139448,,
stage1,63,64,0.30405405405405417,0.034375,6.028022289276123,3.474210262298584,0.30405864119529724,5.987920761108398,0.8556362390518188,0.7143552303314209,0.40101397037506104,1.6185731887817383,0.7841766765623381,0.6459330320358276,0.9083065986633301,0.9502292472582597,0.43088704347610474,0.1446814239025116,20.598802659871208,,
stage1,64,65,0.2945945945945946,0.03333333333333334,6.164506912231445,3.4678239822387695,0.30897241830825806,6.126619338989258,0.8622670769691467,0.7122060656547546,0.3788769841194153,1.6119904518127441,0.7874592723268451,0.6006937623023987,0.9136996269226074,0.9536913284888634,0.4256120026111603,0.1353447139263153,20.60241093402706,,
stage1,65,66,0.2851351351351352,0.03229166666666666,5.963641166687012,3.6422224044799805,0.3284151256084442,5.924391269683838,0.8495254516601562,0.7203024625778198,0.3924984037876129,1.6198707818984985,0.7591380567261667,0.5898391604423523,0.8988590836524963,0.9515721587034373,0.43279823660850525,0.14888010919094086,20.673161859688523,,
stage1,66,67,0.27567567567567575,0.03125,6.04479455947876,3.392096757888794,0.3062719404697418,6.006628036499023,0.8651308417320251,0.7149463295936584,0.381664901971817,1.6159017086029053,0.803383013816795,0.54585200548172,0.9047352075576782,0.9498411229023567,0.4229794442653656,0.13308857381343842,20.67573005046896,,
stage1,67,68,0.2662162162162163,0.030208333333333337,6.08567476272583,3.557166337966919,0.31954842805862427,6.044529438018799,0.8621137142181396,0.7236306667327881,0.4114519953727722,1.6189167499542236,0.7629596663243843,0.60490882396698,0.9011766910552979,0.9477113026839036,0.4233884811401367,0.1335660219192505,20.83077871832467,,
stage1,68,69,0.2567567567567568,0.02916666666666666,6.078967094421387,3.655794858932495,0.3007224202156067,6.035070419311523,0.8596607446670532,0.7262603044509888,0.4389689862728119,1.6179426908493042,0.7591121220829511,0.5827165842056274,0.8908738493919373,0.9431811951673947,0.42352139949798584,0.13677534461021423,20.86596211358899,,
stage1,69,70,0.24729729729729732,0.028124999999999997,5.952725410461426,3.457446575164795,0.30905967950820923,5.914187431335449,0.8563659191131592,0.7181190848350525,0.3853808343410492,1.611028790473938,0.7870058646105756,0.5830660462379456,0.9331936836242676,0.9487485417952904,0.42497557401657104,0.1465018391609192,20.677122287290413,,
stage1,70,71,0.23783783783783785,0.027083333333333334,5.88826847076416,3.5095791816711426,0.31810423731803894,5.848785877227783,0.8550833463668823,0.7188200354576111,0.3948272466659546,1.6066430807113647,0.7954625890712546,0.6564972400665283,0.9104183912277222,0.9481680315274459,0.42805081605911255,0.14424413442611694,20.684143401237183,,
stage1,71,72,0.2283783783783785,0.02604166666666667,6.117701053619385,3.6335527896881104,0.2867818772792816,6.075503826141357,0.867611289024353,0.726716160774231,0.4219737648963928,1.606984257698059,0.7391370426524769,0.6079292893409729,0.8730047345161438,0.9449454587239485,0.417072594165802,0.12431468069553375,20.92936561010996,,
stage1,72,73,0.2189189189189189,0.024999999999999994,5.975539684295654,3.5764193534851074,0.3070508539676666,5.93607234954834,0.8570250868797302,0.7147483229637146,0.394675612449646,1.6021698713302612,0.7828957047125306,0.6228853464126587,0.8742164373397827,0.9520576385351328,0.4248276948928833,0.13803058862686157,20.618046114644773,,
stage1,73,74,0.20945945945945954,0.02395833333333333,6.011821746826172,3.383418083190918,0.3068431317806244,5.973330020904541,0.856704831123352,0.7121891379356384,0.3849174380302429,1.5911630392074585,0.806576300149012,0.6926441192626953,0.9028942584991455,0.9480404812556047,0.4270082712173462,0.1422305405139923,20.56870744780511,,
stage1,74,75,0.20000000000000007,0.02291666666666667,5.972080707550049,3.3796706199645996,0.30349114537239075,5.933172225952148,0.8564843535423279,0.711435854434967,0.38908347487449646,1.5840044021606445,0.7794135230960269,0.6047613620758057,0.9032589197158813,0.950308300440128,0.4284284710884094,0.1426830291748047,20.549762427887327,,
stage2,0,76,,0.021875000000000006,6.0602593421936035,3.5359551906585693,0.2935244143009186,6.021309852600098,0.8665256500244141,0.7203506827354431,0.389495849609375,1.5739201307296753,0.7987944501819033,0.6892246007919312,0.9309918284416199,0.947694201194323,0.4206191897392273,0.1330225169658661,20.797218823819136,1.0,
stage2,1,77,,0.020833333333333343,6.044336795806885,3.5752644538879395,0.2992427945137024,6.002559185028076,0.8558428883552551,0.7171559929847717,0.41777685284614563,1.5516389608383179,0.7645718918906318,0.6043240427970886,0.9098990559577942,0.9513146556340731,0.42721208930015564,0.13484297692775726,20.652850781760097,0.9784090909090909,
stage2,2,78,,0.019791666666666666,5.900502681732178,3.475111484527588,0.2892002463340759,5.860919952392578,0.8431277275085449,0.7101135849952698,0.3958292007446289,1.5353546142578125,0.7890947250404743,0.6259084343910217,0.8994618058204651,0.9428273214743688,0.4385780692100525,0.16053038835525513,20.431267226541316,0.9568181818181818,
stage2,3,79,,0.018750000000000003,5.981906890869141,3.491429567337036,0.2948130667209625,5.939746379852295,0.8512513637542725,0.7184605598449707,0.4216074049472809,1.5141178369522095,0.7646373811394277,0.5495426058769226,0.9166350364685059,0.9478546445186321,0.42902547121047974,0.1414753794670105,20.64830470422591,0.9352272727272728,
stage2,4,80,,0.01770833333333334,6.020679473876953,3.5523695945739746,0.30147403478622437,5.980422019958496,0.8580827713012695,0.7197937965393066,0.4025751054286957,1.5007376670837402,0.752951255952469,0.6133497953414917,0.8970245718955994,0.9467760219023778,0.4285542368888855,0.14137119054794312,20.72572350002792,0.9136363636363636,
stage2,5,81,,0.016666666666666663,6.019209861755371,3.639672040939331,0.28906306624412537,5.978906154632568,0.866656482219696,0.7253843545913696,0.4030362069606781,1.4677398204803467,0.7692082482154923,0.5882693529129028,0.9015288949012756,0.9484336582513956,0.4261915683746338,0.1388489007949829,20.898478421685162,0.8920454545454546,
stage2,6,82,,0.015625,5.908050537109375,3.6903812885284424,0.29778867959976196,5.8658671379089355,0.858232855796814,0.7244513034820557,0.4218325614929199,1.452584981918335,0.7333984489392753,0.5867009162902832,0.8333866000175476,0.9466973465222579,0.42609304189682007,0.14175228774547577,20.81673093992484,0.8704545454545455,
stage2,7,83,,0.014583333333333337,5.953164100646973,3.675769090652466,0.3190818428993225,5.914498329162598,0.8533199429512024,0.723178505897522,0.38665759563446045,1.4333642721176147,0.8012785152955488,0.6091334223747253,0.9223974943161011,0.9510678901122167,0.42612919211387634,0.13818374276161194,20.755055090435924,0.8488636363636364,
stage2,8,84,,0.01354166666666666,6.076475143432617,3.55637788772583,0.27790775895118713,6.0360283851623535,0.8597144484519958,0.7118774056434631,0.4044666588306427,1.4060207605361938,0.734649906254778,0.5251361131668091,0.9273926615715027,0.9469826945891747,0.42182087898254395,0.13457319140434265,20.571615891613533,0.8272727272727273,
stage2,9,85,,0.012499999999999997,6.144311904907227,3.649427652359009,0.28680992126464844,6.10530424118042,0.8700622320175171,0.7247770428657532,0.39007431268692017,1.367860198020935,0.8191570723899687,0.6323621869087219,0.9470075368881226,0.952975790317242,0.4209873378276825,0.12984435260295868,20.906331599506295,0.8056818181818182,
stage2,10,86,,0.011458333333333334,6.020329475402832,3.859401226043701,0.2938235104084015,5.979844093322754,0.8579018115997314,0.7334586381912231,0.4048541486263275,1.3473668098449707,0.7573203962258618,0.553571879863739,0.9250825643539429,0.951983949312797,0.4262208938598633,0.1370430886745453,20.985991568029764,0.7840909090909092,
stage2,11,87,,0.010416666666666657,5.908416748046875,3.6123836040496826,0.26870930194854736,5.86909818649292,0.8577841520309448,0.7175865173339844,0.39318642020225525,1.320033311843872,0.7680941687689887,0.571579098701477,0.9236059784889221,0.9447915966694171,0.4308699369430542,0.1412363052368164,20.67253992083504,0.7625,
